   9.9963836e-01  -1.2069857e-03
   9.9859707e-01  -1.0415189e-03
   9.9755685e-01  -8.7694140e-04
   9.9651686e-01  -7.1300403e-04
   9.9547711e-01  -5.4970686e-04
   9.9443760e-01  -3.8704997e-04
   9.9339831e-01  -2.2503346e-04
   9.9235927e-01  -6.3657414e-05
   9.9132045e-01   9.7078078e-05
   9.9028187e-01   2.5717293e-04
   9.8924353e-01   4.1662706e-04
   9.8820541e-01   5.7544039e-04
   9.8716753e-01   7.3361283e-04
   9.8612989e-01   8.9114431e-04
   9.8509247e-01   1.0480347e-03
   9.8405529e-01   1.2042841e-03
   9.8301834e-01   1.3598922e-03
   9.8198162e-01   1.5148590e-03
   9.8094513e-01   1.6691845e-03
   9.7990887e-01   1.8228686e-03
   9.7887284e-01   1.9759112e-03
   9.7783704e-01   2.1283122e-03
   9.7680148e-01   2.2800716e-03
   9.7576614e-01   2.4311893e-03
   9.7473103e-01   2.5816653e-03
   9.7369615e-01   2.7314994e-03
   9.7266150e-01   2.8806917e-03
   9.7162708e-01   3.0292420e-03
   9.7059289e-01   3.1771503e-03
   9.6955893e-01   3.3244165e-03
   9.6852519e-01   3.4710407e-03
   9.6749169e-01   3.6170226e-03
   9.6645840e-01   3.7623624e-03
   9.6542535e-01   3.9070598e-03
   9.6439253e-01   4.0511149e-03
   9.6335993e-01   4.1945277e-03
   9.6232755e-01   4.3372980e-03
   9.6129541e-01   4.4794258e-03
   9.6026349e-01   4.6209111e-03
   9.5923179e-01   4.7617538e-03
   9.5820032e-01   4.9019540e-03
   9.5716908e-01   5.0415114e-03
   9.5613806e-01   5.1804262e-03
   9.5510726e-01   5.3186983e-03
   9.5407669e-01   5.4563276e-03
   9.5304634e-01   5.5933140e-03
   9.5201622e-01   5.7296577e-03
   9.5098632e-01   5.8653584e-03
   9.4995665e-01   6.0004163e-03
   9.4892720e-01   6.1348312e-03
   9.4789797e-01   6.2686032e-03
   9.4686896e-01   6.4017322e-03
   9.4584017e-01   6.5342181e-03
   9.4481161e-01   6.6660610e-03
   9.4378327e-01   6.7972609e-03
   9.4275515e-01   6.9278177e-03
   9.4172726e-01   7.0577313e-03
   9.4069958e-01   7.1870018e-03
   9.3967212e-01   7.3156292e-03
   9.3864489e-01   7.4436134e-03
   9.3761787e-01   7.5709545e-03
   9.3659108e-01   7.6976523e-03
   9.3556451e-01   7.8237070e-03
   9.3453815e-01   7.9491184e-03
   9.3351202e-01   8.0738866e-03
   9.3248610e-01   8.1980116e-03
   9.3146040e-01   8.3214934e-03
   9.3043492e-01   8.4443319e-03
   9.2940966e-01   8.5665272e-03
   9.2838462e-01   8.6880792e-03
   9.2735980e-01   8.8089880e-03
   9.2633519e-01   8.9292535e-03
   9.2531080e-01   9.0488758e-03
   9.2428663e-01   9.1678549e-03
   9.2326267e-01   9.2861907e-03
   9.2223894e-01   9.4038833e-03
   9.2121541e-01   9.5209326e-03
   9.2019211e-01   9.6373388e-03
   9.1916902e-01   9.7531018e-03
   9.1814614e-01   9.8682215e-03
   9.1712349e-01   9.9826981e-03
   9.1610104e-01   1.0096532e-02
   9.1507882e-01   1.0209722e-02
   9.1405680e-01   1.0322269e-02
   9.1303500e-01   1.0434173e-02
   9.1201342e-01   1.0545434e-02
   9.1099205e-01   1.0656052e-02
   9.0997089e-01   1.0766027e-02
   9.0894995e-01   1.0875359e-02
   9.0792922e-01   1.0984048e-02
   9.0690870e-01   1.1092094e-02
   9.0588840e-01   1.1199497e-02
   9.0486831e-01   1.1306257e-02
   9.0384843e-01   1.1412374e-02
   9.0282876e-01   1.1517849e-02
   9.0180931e-01   1.1622680e-02
   9.0079007e-01   1.1726869e-02
   8.9977104e-01   1.1830415e-02
   8.9875222e-01   1.1933319e-02
   8.9773361e-01   1.2035580e-02
   8.9671521e-01   1.2137198e-02
   8.9569702e-01   1.2238174e-02
   8.9467904e-01   1.2338507e-02
   8.9366128e-01   1.2438198e-02
   8.9264372e-01   1.2537246e-02
   8.9162637e-01   1.2635653e-02
   8.9060923e-01   1.2733416e-02
   8.8959230e-01   1.2830538e-02
   8.8857558e-01   1.2927017e-02
   8.8755907e-01   1.3022854e-02
   8.8654276e-01   1.3118049e-02
   8.8552667e-01   1.3212603e-02
   8.8451078e-01   1.3306514e-02
   8.8349510e-01   1.3399783e-02
   8.8247963e-01   1.3492410e-02
   8.8146436e-01   1.3584396e-02
   8.8044931e-01   1.3675740e-02
   8.7943445e-01   1.3766442e-02
   8.7841981e-01   1.3856503e-02
   8.7740537e-01   1.3945922e-02
   8.7639114e-01   1.4034700e-02
   8.7537711e-01   1.4122837e-02
   8.7436329e-01   1.4210332e-02
   8.7334967e-01   1.4297186e-02
   8.7233626e-01   1.4383399e-02
   8.7132306e-01   1.4468971e-02
   8.7031006e-01   1.4553902e-02
   8.6929726e-01   1.4638192e-02
   8.6828467e-01   1.4721841e-02
   8.6727228e-01   1.4804850e-02
   8.6626010e-01   1.4887218e-02
   8.6524811e-01   1.4968946e-02
   8.6423634e-01   1.5050033e-02
   8.6322476e-01   1.5130480e-02
   8.6221339e-01   1.5210286e-02
   8.6120222e-01   1.5289452e-02
   8.6019125e-01   1.5367979e-02
   8.5918049e-01   1.5445865e-02
   8.5816993e-01   1.5523112e-02
   8.5715957e-01   1.5599719e-02
   8.5614941e-01   1.5675686e-02
   8.5513945e-01   1.5751013e-02
   8.5412969e-01   1.5825702e-02
   8.5312013e-01   1.5899751e-02
   8.5211078e-01   1.5973160e-02
   8.5110162e-01   1.6045931e-02
   8.5009266e-01   1.6118062e-02
   8.4908391e-01   1.6189555e-02
   8.4807535e-01   1.6260409e-02
   8.4706699e-01   1.6330624e-02
   8.4605884e-01   1.6400201e-02
   8.4505088e-01   1.6469139e-02
   8.4404312e-01   1.6537439e-02
   8.4303555e-01   1.6605101e-02
   8.4202819e-01   1.6672125e-02
   8.4102102e-01   1.6738511e-02
   8.4001406e-01   1.6804259e-02
   8.3900729e-01   1.6869370e-02
   8.3800071e-01   1.6933843e-02
   8.3699434e-01   1.6997678e-02
   8.3598816e-01   1.7060877e-02
   8.3498217e-01   1.7123438e-02
   8.3397639e-01   1.7185362e-02
   8.3297080e-01   1.7246649e-02
   8.3196540e-01   1.7307300e-02
   8.3096020e-01   1.7367314e-02
   8.2995520e-01   1.7426692e-02
   8.2895039e-01   1.7485433e-02
   8.2794578e-01   1.7543538e-02
   8.2694136e-01   1.7601008e-02
   8.2593713e-01   1.7657841e-02
   8.2493310e-01   1.7714039e-02
   8.2392926e-01   1.7769601e-02
   8.2292562e-01   1.7824528e-02
   8.2192217e-01   1.7878819e-02
   8.2091892e-01   1.7932476e-02
